regNo,name,rankOf12Month,rankOf24Month,rankOf36Month,rankOf48Month,rankOf60Month,rankLastUpdate,fundType,typeOfInvest,fundSize,initiationDate,dailyEfficiency,weeklyEfficiency,monthlyEfficiency,quarterlyEfficiency,sixMonthEfficiency,annualEfficiency,statisticalNav,efficiency,cancelNav,issueNav,dividendIntervalPeriod,guaranteedEarningRate,date,netAsset,estimatedEarningRate,investedUnits,articlesOfAssociationLink,prosoectusLink,websiteAddress,manager,managerSeoRegisterNo,guarantorSeoRegisterNo,auditor,custodian,guarantor,beta,alpha,isCompleted,fiveBest,stock,bond,other,cash,deposit,fundUnit,commodity,fundPublisher,smallSymbolName,insCode,fundWatch
11327,ثروت آفرین پارسیان,,,,,,0001-01-01T00:00:00,6,Negotiable,18072248378702,2015-08-22T00:00:00,1.03,3.1,3.15,19.49,38.38,40.07,205928.0,1861.15,205928.0,207284.0,0,,2025-03-02T00:00:00,18072248378702,,87760000,,,['sap-fund.com'],تامین سرمایه لوتوس پارسیان,,,موسسه حسابرسی بیات رایان,موسسه حسابرسی و خدمات مدیریت سامان پندار,----,0.914039,5.07,True,25.74,89.16,0.0,1.22,0.0,2.83,0.0,6.79,2,ثروتم,71672399601682259,
11900,انار نماد ارزش,,,,,,0001-01-01T00:00:00,6,Negotiable,3109984424210,2021-12-21T00:00:00,0.82,4.06,0.84,14.41,37.4,39.94,25739.0,152.25,25586.0,25763.0,0,,2025-03-02T00:00:00,3109984424210,,121549470,,,['anar.fund'],مشاور سرمایه گذاری ترنج,11319,,موسسه حسابرسی آتیه اندیش نمودگر,مشاور سرمایه گذاری سهم آشنا,----,0.861629,5.94,True,32.4,93.02,0.0,4.11,0.0,0.16,0.0,2.7,2,انار,30215634246748564,
10835,مشترک شاخصی کار آفرین,,,,,,0001-01-01T00:00:00,23,IssuanceAndCancellation,2632305054130,2011-03-13T00:00:00,0.83,6.32,4.56,18.76,38.6,38.96,656421.0,6451.93,656421.0,660970.0,0,,2025-03-02T00:00:00,2632305054130,,4010082,,,['karafarinindexfund.ir'],کارگزاری بانک کارآفرین,10660,,موسسه حسابرسی رهبین,مشاور سرمایه گذاری سهم آشنا,----,,,True,40.01,98.81,0.0,0.33,0.0,0.86,0.0,0.0,2,,None,
11998,ثروت هیوا,,,,,,0001-01-01T00:00:00,6,Negotiable,1664570815333,2022-10-01T00:00:00,0.81,3.51,0.94,18.26,38.3,38.74,20683.0,105.16,20683.0,20832.0,0,,2025-03-02T00:00:00,1664570815333,,80476761,,,['hiwafund.ir'],سبدگردان هیوا,11893,,موسسه حسابرسی هوشیار ممیز,سرمایه گذاری سهم آشنا,----,1.070362,0.74,True,17.96,98.97,0.0,0.92,0.0,0.11,0.0,0.0,2,هیوا,62845384302495432,
12223,بخشی بازده صنایع,,,,,,0001-01-01T00:00:00,21,Negotiable,4076358403789,2024-03-06T00:00:00,0.57,2.37,1.24,20.68,42.59,38.08,13808.0,34.15,13808.0,13883.0,0,,2025-03-02T00:00:00,4076358403789,,295195893,,,['baazdehbakhshifund.ir'],سبدگردان بازده,11863,,موسسه حسابرسی رهیافت و همکاران,موسسه حسابرسی آگاهان و همکاران,----,,,True,43.12,71.79,7.24,0.38,0.0,16.64,3.99,0.0,2,بازبیمه,61483657213051835,
11285,زرین پارسیان,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,24217405344754,2014-10-14T00:00:00,0.62,4.6,1.6,16.81,36.21,37.92,4056028.0,3854.91,4056028.0,4083379.0,0,,2025-03-02T00:00:00,24217405344754,,5970718,,,['parsianzarinfund.com'],تامین سرمایه لوتوس پارسیان,,11041,موسسه حسابرسی بیات رایان,موسسه حسابرسی و خدمات مدیریت سامان پندار,تامین سرمایه لوتوس پارسیان,1.098155,-0.08,True,22.28,92.11,1.97,1.11,0.0,0.56,0.0,4.24,2,,None,
10630,مشترک بانک اقتصاد نوین,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,924684761432,2008-12-22T00:00:00,0.236,5.314,0.775,24.533,42.477,37.674,9162007.0,9053.961,9162007.0,9222226.0,0,,2025-03-02T00:00:00,924684761432,,100926,,,['fund.enovinbourse.ir'],تامین سرمایه نوین,,,حسابرسی هشیار بهمند و حسابداران رسمی,مشاور سرمایه گذاری پیشرو پاداش سرمایه,----,1.170044,-2.326,True,31.48,89.5,0.0,1.41,0.01,9.09,,,1,,None,
12039,دریای آبی فیروزه,,,,,,0001-01-01T00:00:00,6,Negotiable,4933347959841,2022-12-12T00:00:00,0.763,4.521,0.899,15.185,37.777,37.383,21664.0,115.241,21664.0,21812.0,0,,2025-03-02T00:00:00,4933347959841,,227722276,,,['daryaetf.ir'],سبدگردان توسعه فیروزه,,,موسسه حسابرسی آتیه اندیش نمودگر,مشاور سرمایه گذاری ایرانیان تحلیل فارابی,----,1.030135,-0.617,True,25.04,99.06,0.0,0.43,0.0,0.51,,,1,دریا,11285885633824855,
12152,صدف سهام,,,,,,0001-01-01T00:00:00,6,Negotiable,239744641943,2023-09-27T00:00:00,1.86,4.85,2.46,28.87,50.26,37.36,16182.0,58.68,16182.0,16288.0,0,,2025-03-02T00:00:00,239744641943,,14815264,,,['sadaffund.ir'],سبدگردان مروارید,11928,,حسابرسی رازدار,حسابرسی و بهبود سیستمهای مدیریت حسابرسین,----,0.959842,1.36,True,36.06,87.39,0.0,2.76,4.18,0.0,0.0,5.67,2,صدف,51285326016186930,
11087,مشترک آسمان یکم,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,1795440427079,2012-08-23T00:00:00,0.045,2.49,0.018,16.492,39.497,37.19,2302549.0,22925.49,2302549.0,2318015.0,0,,2025-03-02T00:00:00,1795440427079,,779762,,,['aymfund.ir'],سبد گردان آسمان,10906,,موسسه حسابرسی و خدمات مدیریت رهیافت و همکاران,موسسه حسابرسی آزموده کاران,----,0.937951,1.19,True,20.89,97.68,0.0,0.71,0.01,1.6,,,1,,None,
11477,آوای سهام کیان,,,,,,0001-01-01T00:00:00,6,Negotiable,5832602992728,2017-02-06T00:00:00,0.42,1.34,-3.29,10.8,32.7,37.07,65939.0,6196.39,65939.0,66395.0,0,,2025-03-02T00:00:00,5832602992728,,88453737,,,['kianfunds2.ir'],مشاور سرمایه گذاری پرتو آفتاب کیان,11543,,موسسه حسابرسی هوشیار ممیز,موسسه حسابرسی هدف نوین نگر,----,0.720448,6.07,True,25.29,99.03,0.0,0.58,0.0,0.39,0.0,0.0,2,رشدی کیان,4170494561477386,
11459,در اوراق بهادار با درآمد ثابت کیان,,,,,,0001-01-01T00:00:00,4,Negotiable,92620759055067,2016-12-18T00:00:00,0.1,0.59,2.51,7.78,17.51,36.47,68371.0,572.72,68416.0,68452.0,0,,2025-03-02T00:00:00,92620759055067,,1353775485,,,['kianfunds1.ir'],مشاور سرمایه گذاری پرتو آفتاب کیان,11543,,مؤسسه حسابرسی فریوران راهبرد,موسسه حسابرسی کاربرد تحقیق,----,,,True,2.1,3.45,41.7,0.45,0.0,42.9,11.5,0.0,2,کیان,53251602435454519,
12035,سهامی اکسیژن,,,,,,0001-01-01T00:00:00,6,Negotiable,1750945572592,2023-01-04T00:00:00,1.45,3.22,-1.22,12.22,30.21,36.3,19032.0,85.59,19032.0,19164.0,0,,2025-03-02T00:00:00,1750945572592,,92000000,,,['oxygen.o2am.ir'],سبد گردان اکسیژن,11904,,موسسه حسابرسی رازدار,شـرکت مشـاور سـرمایه گـذاری سـهم آشـنا,----,0.927472,1.3,True,24.17,94.74,0.0,0.31,0.0,0.05,0.0,4.87,2,اکسیژن,50094941173290382,
12172,بخشی فلزات کیمیا,,,,,,0001-01-01T00:00:00,21,Negotiable,20400078572105,2023-10-11T00:00:00,0.904,4.272,5.418,15.519,27.913,36.266,14962.0,49.62,14962.0,15059.0,0,,2025-03-02T00:00:00,20400078572105,20.0,1363491510,,,['kimiasectorfund.ir'],تامین سرمایه کیمیا,,,موسسه حسابرسی بهمند,مشاور سرمایه گذاری ایرانیان تحلیل فارابی,----,,,True,66.82,94.48,0.0,0.53,0.1,4.89,,,1,آذرین,43358402418932595,
11823,ثروت هامرز,,,,,,0001-01-01T00:00:00,6,Negotiable,2324014354310,2021-05-26T00:00:00,0.857,2.479,-2.932,12.808,31.012,35.751,34227.0,242.27,34227.0,34457.0,0,,2025-03-02T00:00:00,2324014354310,20.0,67900000,,,['servat.hummers.ir'],سبدگردان هامرز,11719,,موسسه حسابرسی و خدمات مدیریت رهیافت و همکاران,موسسه حسابرسی و خدمات مدیریت آزموده کاران,----,0.799231,2.751,True,34.89,95.22,1.52,2.27,0.0,0.99,,,1,ثهام,38713440086361985,
11196,سپهر اندیشه نوین,,,,,,0001-01-01T00:00:00,7,Negotiable,2841095764841,2014-01-25T00:00:00,0.57,2.38,2.38,15.43,26.05,35.33,256937.0,2428.76,256937.0,257925.0,0,,2025-03-02T00:00:00,2841095764841,,11057539,,,['sepehrnovin.ir'],تامین سرمایه نوین,,,موسسه حسابرسی و خدمات مالی و مدیریت ایران مشهود,موسسه حسابرسی و بهبود سیستم های مدیریت حسابرسین,----,,,True,20.15,53.05,23.28,0.79,0.0,22.88,0.0,0.0,2,صنوین,68203878405672734,
11939,شاخصی آرام مفید,,,,,,0001-01-01T00:00:00,23,Negotiable,8557445114360,2022-03-06T00:00:00,1.256,4.758,2.585,16.778,35.915,34.841,20477.0,104.77,20477.0,20619.0,0,,2025-03-02T00:00:00,8557445114360,,417900000,,,['arametf.com'],سبدگردان مفید,11464,,موسسه حسابرسی رازدار,موسسه حسابرسی رهیافت و همکاران,----,,,True,26.72,98.53,0.0,1.05,0.0,0.42,,,1,آرام,14230681955555738,
12181,بخشی صنایع دایا,,,,,,0001-01-01T00:00:00,21,Negotiable,8105488101938,2023-10-15T00:00:00,0.582,3.533,2.72,21.392,39.703,34.394,15032.0,50.32,15032.0,15135.0,0,,2025-03-02T00:00:00,8105488101938,20.0,539201989,,,['daya.charismafunds.ir'],سبد گردان کاریزما,10856,,موسسه حسابرسی فاطر,موسسه حسابرسی وخدمات مدیریت ارقام نگر آریا,----,,,True,44.76,98.11,0.0,0.91,0.0,0.98,,,1,متال,70515583859928047,
11959,در اوراق بهادار با درآمد ثابت نشان هامرز,,,,,,0001-01-01T00:00:00,4,Negotiable,24251486841217,2022-06-18T00:00:00,0.056,0.535,2.437,7.45,15.365,33.993,19985.0,93.228,19717.0,19729.0,0,,2025-03-02T00:00:00,24251486841217,20.0,1230000000,,,['neshan.hummers.ir'],سبدگردان هامرز,11719,,موسسه حسابرسی و خدمات مدیریت رهیافت و همکاران,موسسه حسابرسی ارقام نگر آریا,----,,,True,5.58,9.85,61.74,0.26,0.0,28.15,,,1,نشان,1241998328504490,
11172,آرمان سپهر آتی,,,,,,0001-01-01T00:00:00,7,Negotiable,1251397717323,2013-08-29T00:00:00,0.703,4.27,3.745,11.496,23.794,33.901,33964.0,2947.617,33964.0,34127.0,0,,2025-03-02T00:00:00,1251397717323,,36844670,,,['asaetf.ir'],سبدگردان آرمان آتی,11970,,مؤسسه حسابرسی و خدمات مدیریت ارقام نگر آریا,مشاور سرمایه گذاری اوراق بهادار پاداش,----,,,True,27.73,68.4,13.3,2.76,0.01,15.53,,,1,آسام,36592972482259020,
10830,مشترک عقیق,,,,,,0001-01-01T00:00:00,6,Negotiable,4405723235168,2022-08-06T00:00:00,0.42,2.36,0.14,14.09,30.09,33.88,14506.0,113.47,14506.0,14599.0,0,,2025-03-02T00:00:00,4405723235168,,303710807,,,['aghighfund.com'],مشاور سرمایه گذاری هدف حافظ,11101,,موسسه حسابرسی رازدار,موسسه حسابرسی و خدمات مدیریت ارقام نگر آریا,----,0.880044,-0.12,True,24.42,88.63,8.87,2.42,0.0,0.05,0.0,0.0,2,عقیق,45452221088910484,
10753,مشترک ایساتیس پویای یزد,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,1197167883415,2010-02-17T00:00:00,0.473,2.598,2.103,15.796,32.742,33.843,6304434.0,12453.495,6304434.0,6347444.0,0,,2025-03-02T00:00:00,1197167883415,,189893,,,['isatisfund.ir'],سبدگردان ایساتیس پویاکیش,,11264,موسسه حسابرسی و خدمات مدیریت رهیافت و همکاران,مشاور سرمایه گذاری سهم آشنا,سرمایه گذاری ایساتیس پویا,0.94754,-2.157,True,28.17,97.1,0.0,1.63,0.0,1.27,,,1,,None,
11927,صندوق در صندوق صنم,,,,,,0001-01-01T00:00:00,17,Negotiable,2896542444194,2022-02-07T00:00:00,3.47,11.83,3.04,26.25,46.43,33.67,23381.0,124.47,23381.0,23436.0,0,,2025-03-02T00:00:00,2896542444194,,123880840,,,['sanam.charismafunds.ir'],سبد گردان کاریزما,10856,,موسسه حسابرسی رازدار,مؤسسه حسابرسی هوشیار ممیز,----,,,True,0.0,0.0,0.0,0.02,0.0,0.32,99.66,0.0,2,صنم,47125023640770480,
11318,اختصاصی بازارگردان گروه توسعه بهشهر,,,,,,0001-01-01T00:00:00,11,IssuanceAndCancellation,933385790383,2021-03-27T00:00:00,0.92,-0.51,-7.54,22.9,46.86,33.63,4135973.0,49.28,4135973.0,4141626.0,0,,2025-03-02T00:00:00,933385790383,,225675,,,['bdgfund.ir'],سرمایه گذاری گروه صنایع بهشهر ایران,,,مؤسسه حسابرسی هشیار بهمند,موسسه حسابرسی و خدمات مدیریت داریا روش,----,,,True,88.67,88.67,0.0,0.03,0.0,0.69,10.61,0.0,2,,None,
11990,ساحل سرمایه امن خلیج فارس,,,,,,0001-01-01T00:00:00,4,Negotiable,40386072634164,2022-08-17T00:00:00,0.06,0.45,2.25,7.46,15.34,33.4,18551.0,88.21,18834.0,18839.0,0,,2025-03-02T00:00:00,40386072634164,,2144213901,,,['sahel.pgibc.ir'],تامین سرمایه خلیج فارس,,,ارقام نگر آریا,ایرانیان تحلیل فارابی,----,,,True,0.0,0.0,57.7,0.3,0.0,42.0,0.0,0.0,2,ساحل,62708526880913292,
10869,دی سهام,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,2987699680897,2011-06-13T00:00:00,0.62,1.5,-2.51,12.56,31.73,33.38,69919.0,4059.97,69897.0,70322.0,0,,2025-03-02T00:00:00,2987699680897,,42744186,,,['dayfund.ir'],کارگزاری بانک دی,10604,,موسسه حسابرسی رازدار,مشاور سرمایه گذاری هوشمند آبان,----,0.855155,-0.62,True,30.35,86.15,12.82,0.77,0.0,0.26,0.0,0.0,2,,None,
11712,ارزش آفرین بیدار,,,,,,0001-01-01T00:00:00,6,Negotiable,17311507857818,2020-07-01T00:00:00,0.99,2.5,-0.09,14.38,35.45,33.35,24465.0,141.16,24465.0,24627.0,0,,2025-03-02T00:00:00,17311507857818,,707600000,,,['arzesh.ebb.ir'],سبد گردان اقتصاد بیدار,11648,,حسابرسی رهیافت و همکاران,موسسه حسابرسی هدف نوین نگر,----,0.925304,-1.65,True,27.14,93.6,0.0,1.31,0.0,5.09,0.0,0.0,2,ارزش,43443105991896600,
11367,تداوم اطمینان تمدن,,,,,,0001-01-01T00:00:00,4,Negotiable,32783712007425,2015-03-03T00:00:00,0.049,0.62,2.246,6.428,15.64,33.171,16408.0,209.57,16392.0,16398.0,0,,2025-03-02T00:00:00,32783712007425,,1999980637,,,['tadavomtamadon.ir'],تامین سرمایه تمدن سهامی عام,,,موسسه حسابرسی و خدمات مدیریت ارقام نگر آریا,موسسه حسابرسی آزموده کاران,----,,,True,0.13,2.2,67.68,0.35,0.0,29.77,,,1,تداوم,39453972158399542,
12031,نوع دوم اعتبار,,,,,,0001-01-01T00:00:00,4,Negotiable,10348598104888,2023-02-06T00:00:00,0.08,0.58,2.58,7.21,15.27,33.14,18116.0,75.28,18162.0,18172.0,0,,2025-03-02T00:00:00,10348598104888,,569766025,,,['etebaretf2.com'],سبدگردان اعتبار,11637,,موسسه حسابرسی آتیه اندیش نمودگر,مؤسسه حسابرسی بهراد مشار,----,,,True,3.22,3.26,66.55,0.39,0.0,29.71,0.08,0.0,2,اعتبار,35163287528816137,
11273,همیان سپهر,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,5334738132534,2014-07-28T00:00:00,0.8,6.86,2.86,16.14,39.58,33.04,31038656.0,2920.62,31038656.0,31255411.0,0,,2025-03-02T00:00:00,5334738132534,,171874,,,['hsfund.ir'],تامین سرمایه سپهر,,10990,موسسه حسابرسی رازدار,موسسه حسابرسی و بهبود سیستم های مدیریت حسابرسین,تامین سرمایه سپهر,1.200855,-6.96,True,38.13,99.2,0.0,0.64,0.0,0.16,0.0,0.0,2,,None,
11774,زرین کوروش,,,,,,0001-01-01T00:00:00,6,Negotiable,1169352089139,2021-01-26T00:00:00,0.64,1.9,1.65,19.62,39.16,33.0,22794.0,126.49,22794.0,22947.0,0,,2025-03-02T00:00:00,1169352089139,,51300000,,,['zarinfunds.com'],سبدگردان کوروش,11625,,موسسه حسابرسی دش و همکاران,موسسه حسابرسی و خدمات مدیریت ارقام نگر آریا,----,1.009347,-3.0,True,26.24,92.26,0.84,1.5,0.0,0.02,0.0,5.4,2,زرین,50139638026536387,
12048,پرتو پایش پیشرو,,,,,,0001-01-01T00:00:00,6,Negotiable,208496865189,2023-01-04T00:00:00,0.1,2.68,-1.41,25.84,47.77,32.93,19953.0,98.5,19953.0,20108.0,0,,2025-03-02T00:00:00,208496865189,,10449035,,,['partofund.ir'],سبد گردان پایش,11898,,حسابرسی رازدار,مشاوره سرمایه گذاری هوشمند آبان,----,1.03216,-4.07,True,39.14,99.26,0.0,0.45,0.0,0.3,0.0,0.0,2,پرتو,48818952524587858,
12159,در اوراق بهادار با درآمد ثابت کیمیا,,,,,,0001-01-01T00:00:00,4,Negotiable,108616357548116,2023-08-23T00:00:00,0.072,0.569,2.352,7.792,15.77,32.852,15196.0,51.89,15189.0,15195.0,0,,2025-03-02T00:00:00,108616357548116,,7150982668,,,['kimiafund.ir'],تامین سرمایه کیمیا,,,موسسه حسابرسی بهمند,مشاور سرمایه گذاری ایرانیان تحلیل فارابی,----,,,True,1.04,15.27,45.28,0.51,2.02,36.92,,,1,اونیکس,23498719713662118,
12154,طلوع تدبیر پایا,,,,,,0001-01-01T00:00:00,4,Negotiable,12712520417187,2023-09-27T00:00:00,0.07,0.51,2.29,6.98,15.39,32.83,15291.0,49.42,15322.0,15328.0,0,,2025-03-02T00:00:00,12712520417187,,829650304,,,['paya.tadbirfunds.ir'],سبدگردان تدبیر,11768,,موسسه حسابرسی و خدمات مالی فاطر,مشاور سرمایه گذاری اوراق بهادار پاداش,----,,,True,0.0,0.0,56.66,2.38,0.0,26.44,14.52,0.0,2,خورشید,4523009251964699,
10781,گنجینه رفاه,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,5094006602791,2010-07-06T00:00:00,0.422,4.444,1.829,15.065,38.558,32.803,1301357.0,12894.844,1301357.0,1310145.0,0,,2025-03-02T00:00:00,5094006602791,,3914381,,,['grfund.ir'],کارگزاری بانک رفاه کارگران,10641,,موسسه حسابرسی رازدار,مشاور سرمایه گذاری ایرانیان تحلیل فارابی,----,1.140156,-7.197,True,21.62,96.57,0.0,1.05,0.46,1.91,,,1,,None,
12160,آسمان دامون,,,,,,0001-01-01T00:00:00,4,Negotiable,17311843308417,2023-11-29T00:00:00,0.075,0.548,2.383,7.292,15.184,32.779,13336.0,39.079,13404.0,13417.0,0,,2025-03-02T00:00:00,17311843308417,20.0,1291514300,,,['admfund.ir'],سبد گردان آسمان,10906,,موسسه حسابرسی هوشیار ممیز,حسابرسی و بهبود سیستم های مدیریت حسابرسین,----,,,True,3.18,7.61,59.79,1.12,0.0,31.48,,,1,دامون,43009306066217458,
11407,اختصاصی بازارگردانی کوشا الگوریتم,,,,,,0001-01-01T00:00:00,11,IssuanceAndCancellation,4187769408208,2016-03-07T00:00:00,0.476,3.423,-9.96,6.03,26.781,32.769,2030790.0,103.086,2030790.0,2032319.0,0,,2025-03-02T00:00:00,4187769408208,,2062138,,,['kooshafund.ir'],سبدگردان الگوریتم,11570,,مؤسسه حسابرسی و خدمات مدیریت سامان پندار,مؤسسه حسابرسی هوشیار ممیز,----,,,True,53.16,74.95,21.69,3.29,0.0,0.07,,,1,,None,
11692,افرا نماد پایدار,,,,,,0001-01-01T00:00:00,4,Negotiable,211070668898301,2020-03-11T00:00:00,0.14,0.64,2.44,7.59,15.04,32.4,33136.0,228.14,32957.0,32983.0,0,,2025-03-02T00:00:00,211070668898301,,6404326000,,,['afra.fund'],مشاور سرمایه گذاری ترنج,11319,,موسسه حسابرسی رازدار,مشاور سرمایه گذاری ایرانیان تحلیل فارابی,----,,,True,3.14,7.31,39.41,3.32,0.0,40.78,8.43,0.75,2,افران,3846143218462419,
12002,لبخند فارابی,,,,,,0001-01-01T00:00:00,4,Negotiable,109861428994699,2022-09-11T00:00:00,0.106,0.574,2.521,7.475,15.215,32.316,19024.0,87.672,18908.0,18914.0,0,,2025-03-02T00:00:00,109861428994699,,5810258685,,,['labkhand.irfarabi.ir'],سبدگردان فارابی,11787,,موسسه حسابرسی رازدار,موسسه حسابرسی ارقام نگر آریا,----,,,True,0.89,14.23,38.02,0.4,0.0,47.35,,,1,لبخند,31569200988534548,
12208,در اوراق بهادار با درآمد ثابت ماهور,,,,,,0001-01-01T00:00:00,4,Negotiable,46306442551222,2023-12-03T00:00:00,0.12,0.702,2.477,7.118,14.999,32.314,14192.0,39.823,14192.0,14200.0,0,,2025-03-02T00:00:00,46306442551222,,3262742300,,,['mahoormeyar.ir'],مشاور سرمایه گذاری معیار,10909,,موسسه حسابرسی رازدار,رتبه بندی اعتباری پارس کیان,----,,,True,2.0,18.69,42.81,1.19,0.0,37.31,,,1,ماهور,10458396610199724,
11838,کامیاب آشنا,,,,,,0001-01-01T00:00:00,4,Negotiable,11585171206589,2021-07-19T00:00:00,0.08,0.55,2.4,7.29,15.05,32.27,24213.0,136.29,23910.0,23918.0,0,,2025-03-02T00:00:00,11585171206589,,484528158,,,['kamyabfund.ir'],سبدگردان سهم آشنا,11557,,موسسه حسابرسی ارقام نگر آریا,موسسه حسابرسی هوشیار ممیز,----,,,True,0.91,0.91,61.06,0.82,0.01,36.3,0.89,0.0,2,کامیاب,16040900750729921,
11378,آرمان آتیه درخشان مس,,,,,,0001-01-01T00:00:00,6,Negotiable,9450049213037,2016-05-17T00:00:00,1.05,3.43,-1.45,10.19,28.41,32.2,398742.0,3788.29,398742.0,401536.0,0,,2025-03-02T00:00:00,9450049213037,,23699617,,,['armanmesetf.com'],تامین سرمایه تمدن,,,موسسه حسابرسی رازدار,حسابرسی و خدمات مدیریت ارقام نگر آریا,----,0.971102,-3.8,True,18.46,97.75,0.0,0.78,0.0,0.45,0.0,1.02,2,آتیمس,22839330962768817,
11518,ارمغان فیروزه آسیا,,,,,,0001-01-01T00:00:00,4,Negotiable,126802985020535,2017-12-30T00:00:00,0.081,0.587,2.397,7.377,15.255,32.189,58676.0,457.397,55879.0,55922.0,0,,2025-03-02T00:00:00,126802985020535,20.0,2269223771,,,['firouzehfixetf.ir'],سبدگردان توسعه فیروزه,11677,,آتیه اندیش نمودگر,مشاور سرمایه گذاری ایرانیان تحلیل فارابی,----,,,True,4.78,14.76,49.37,0.71,0.0,35.16,,,1,فیروزا,10795723506538053,
11470,پاداش سرمایه پارس,,,,,,0001-01-01T00:00:00,6,Negotiable,4116865723721,2021-07-08T00:00:00,0.32,3.37,2.08,17.53,38.81,32.03,193066.0,80.22,193066.0,194310.0,0,,2025-03-02T00:00:00,4116865723721,,21323600,,,['padashparsfund.com'],سبد گردان پاداش سرمایه,11296,,موسسه حسابرسی فریوران راهبرد,موسسه حسابرسی هوشیار ممیز,----,0.880258,-1.97,True,28.27,91.67,0.0,0.09,1.82,0.01,0.0,6.4,2,پادا,67522512921942106,
11722,سپر سرمایه بیدار,,,,,,0001-01-01T00:00:00,4,Negotiable,168810190066666,2020-09-17T00:00:00,0.11,-0.28,2.09,6.86,14.27,31.96,28816.0,184.2,28495.0,28521.0,0,,2025-03-02T00:00:00,168810190066666,,5924200000,,,['separ.ebb.ir'],سبد گردان اقتصاد بیدار,11648,,حسابرسی رهیافت و همکاران,هدف نوین نگر,----,,,True,6.14,8.12,48.02,0.39,0.0,32.97,10.5,0.0,2,سپر,17226661368470120,
11776,آوای فردای زاگرس,,,,,,0001-01-01T00:00:00,4,Negotiable,76440334804737,2021-01-23T00:00:00,0.081,0.581,2.526,7.662,15.236,31.923,26087.0,158.132,25981.0,25993.0,0,,2025-03-02T00:00:00,76440334804737,20.0,2942139331,,,['afzfund.ir'],سبد گردان زاگرس,11716,,موسسه حسابداری رازدار,موسسه حسابرسی و خدمات مالی و مدیریت ایران مشهود,----,,,True,2.66,7.4,19.06,0.56,0.0,72.98,,,1,فردا,65249046611427924,
11874,ثبات ویستا,,,,,,0001-01-01T00:00:00,4,Negotiable,59954010301578,2021-09-15T00:00:00,0.1,0.57,2.51,7.3,14.87,31.77,22859.0,128.72,23010.0,23023.0,0,,2025-03-02T00:00:00,59954010301578,,2605500000,,,['sobatvista.ir'],سبد گردان ویستا,11785,,موسسه حسابرسی و خدمات مدیریت ارقام نگر آریا,موسسه حسابرسی هدف نوین نگر,----,,,True,3.86,5.02,40.39,1.16,0.0,48.56,4.87,0.0,2,ثبات,26780282166315918,
10923,نهال سرمایه ایرانیان,,,,,,0001-01-01T00:00:00,4,Negotiable,8883248427181,2011-10-11T00:00:00,0.11,0.61,2.56,7.53,14.91,31.75,16165.0,291.21,15972.0,15983.0,0,,2025-03-02T00:00:00,8883248427181,,556175155,,,['sarmayefund.ir'],تامین سرمایه نوین,,,موسسه حسابرسی و خدمات مدیریت رهیافت و همکاران,موسسه حسابرسی و بهبود سیستم های مدیریت حسابرسین,----,,,True,2.84,5.36,55.39,0.52,0.01,36.45,2.27,0.0,2,صنهال,52846735736632974,
11993,ثابت آوند مفید,,,,,,0001-01-01T00:00:00,4,Negotiable,154598579500822,2022-07-23T00:00:00,0.059,0.524,2.398,7.273,14.909,31.583,18856.0,87.9,18790.0,18804.0,0,,2025-03-02T00:00:00,154598579500822,20.0,8227794882,,,['avandetf.ir'],سبدگردان مفید,11464,,موسسه حسابرسی بیات رایان,موسسه حسابرسی رازدار,----,,,True,0.05,6.53,53.22,0.43,0.0,39.82,,,1,آوند,31039212000825988,
11409,آرمان آتی کوثر,,,,,,0001-01-01T00:00:00,4,Negotiable,27467161641286,2016-03-08T00:00:00,0.08,0.44,2.37,7.29,14.88,31.51,76995.0,653.26,76566.0,76612.0,0,,2025-03-02T00:00:00,27467161641286,,358734042,,,['aaketf.com'],سبدگردان آرمان آتی,11970,,موسسه حسابرسی فریوران راهبرد,موسسه حسابرسی بهراد مشار,----,,,True,1.71,2.63,44.19,0.45,0.0,45.63,7.1,0.0,2,آکورد,30282299500988269,
12155,در اوراق بهادار با درآمد ثابت توسعه فولاد,,,,,,0001-01-01T00:00:00,4,Negotiable,42969175560179,2023-08-27T00:00:00,0.05,0.6,2.26,7.03,16.26,31.45,15051.0,50.28,15047.0,15053.0,0,,2025-03-02T00:00:00,42969175560179,,2855500000,,,['tooskafund.ir'],سبدگردان آتیه توکا,11810,,موسسه حسابرسی آزمون پرداز,مشاور سرمایه گذاری سهم آشنا,----,,,True,0.46,0.57,54.95,0.27,0.0,35.12,9.1,0.0,2,توسکا,56871139881800017,
