regNo,name,rankOf12Month,rankOf24Month,rankOf36Month,rankOf48Month,rankOf60Month,rankLastUpdate,fundType,typeOfInvest,fundSize,initiationDate,dailyEfficiency,weeklyEfficiency,monthlyEfficiency,quarterlyEfficiency,sixMonthEfficiency,annualEfficiency,statisticalNav,efficiency,cancelNav,issueNav,dividendIntervalPeriod,guaranteedEarningRate,date,netAsset,estimatedEarningRate,investedUnits,articlesOfAssociationLink,prosoectusLink,websiteAddress,manager,managerSeoRegisterNo,guarantorSeoRegisterNo,auditor,custodian,guarantor,beta,alpha,isCompleted,fiveBest,stock,bond,other,cash,deposit,fundUnit,commodity,fundPublisher,smallSymbolName,insCode,fundWatch
11660,دارا الگوریتم,,,,,,0001-01-01T00:00:00,4,Negotiable,15505973127677,2019-09-24T00:00:00,0.08,0.53,2.32,7.32,14.85,31.33,15569.0,133.66,15536.0,15540.0,0,,2025-03-02T00:00:00,15505973127677,,998029194,,,['darafund.ir'],سبدگردان الگوریتم,11570,,موسسه حسابرسی و خدمات مدیریت سامان پندار,موسسه حسابرسی هوشیار ممیز,----,,,True,0.0,0.0,51.88,0.32,0.0,37.74,10.06,0.0,2,دارا,62012736978844991,
11673,گنجینه داریوش,,,,,,0001-01-01T00:00:00,4,Negotiable,4997530919442,2019-11-17T00:00:00,0.06,0.55,2.38,7.08,14.67,31.32,13798.0,124.62,13789.0,13793.0,0,,2025-03-02T00:00:00,4997530919442,,362403285,,,['meyarfund.com'],سبدگردان داریوش,11760,,موسسه حسابرسی فریوران راهبرد,موسسه حسابرسی هوشیار ممیز,----,,,True,0.0,0.0,58.06,0.35,0.0,35.22,6.37,0.0,2,گنجینه,47101579271117172,
11698,یاقوت آگاه,,,,,,0001-01-01T00:00:00,4,Negotiable,165484173855556,2020-04-08T00:00:00,0.08,0.56,2.35,7.2,14.83,31.3,29069.0,185.03,28964.0,28978.0,0,,2025-03-02T00:00:00,165484173855556,,5713272511,,,['yaghootfund.ir'],سبدگردان آگاه,11604,,موسسه حسابرسی و خدمات مالی و مدیریت ایران مشهود,مؤسسه حسابرسی و خدمات مدیریت سامان پندار,----,,,True,0.51,0.54,39.83,0.88,0.0,44.04,14.71,0.0,2,یاقوت,1438514795814416,
11883,نوع دوم کارا,,,,,,0001-01-01T00:00:00,4,Negotiable,154638352756950,2021-11-07T00:00:00,0.11,0.57,2.46,7.61,15.19,31.25,22362.0,122.74,22611.0,22618.0,0,,2025-03-02T00:00:00,154638352756950,,6839000000,,,['kara.charismafunds.ir'],سبد گردان کاریزما,10856,,موسسه حسابرسی هوشیار ممیز,موسسه حسابرسی و خدمات مدیریت ارقام نگر آریا,----,,,True,0.27,0.29,28.52,0.37,0.0,62.99,7.83,0.0,2,کارا,71843282162462661,
12227,مشترک ارزش پرداز آریان,,,,,,0001-01-01T00:00:00,6,Negotiable,1654901114335,2024-03-09T00:00:00,1.36,5.62,3.14,19.23,39.19,31.24,13124.0,29.77,13124.0,13216.0,0,,2025-03-02T00:00:00,1654901114335,,126092649,,,['aaiccofund.ir'],مشاور سرمایه گذاری ارزش پرداز آریان,10894,,موسسه حسابرسی رازدار,مشاور سرمایه گذاری هوشمند آبان,----,0.918169,-0.884795,True,29.19,99.15,0.0,0.7,0.0,0.15,0.0,0.0,2,تکپاد,1825060609227181,
11391,طلوع نوین ثابت,,,,,,0001-01-01T00:00:00,4,Negotiable,23035698106802,2015-12-16T00:00:00,0.08,0.58,2.2,6.65,15.56,31.22,49277.0,-95.23,49679.0,49712.0,0,,2025-03-02T00:00:00,23035698106802,,463684685,,,['novinnegarfund.com'],سبد گردان نوین نگر آسیا,11299,,موسسه حسابرسی هوشیار ممیز,موسسه حسابرسی و خدمات مدیریت ارقام نگر آریا,----,,,True,1.98,2.86,59.38,0.41,0.0,30.62,6.74,0.0,2,طلوع,19060410060488876,
12209,بازده مانا,,,,,,0001-01-01T00:00:00,4,Negotiable,5202059467962,2023-12-30T00:00:00,-0.07,0.64,2.17,6.94,14.89,31.03,14130.0,36.05,14015.0,14027.0,0,,2025-03-02T00:00:00,5202059467962,,371168300,,,['baazdehmanafund.ir'],سبدگردان بازده,11863,,موسسه حسابرسی بیات رایان,موسسه حسابرسی آگاهان و همکاران,----,,,True,2.92,2.92,72.09,0.14,0.0,10.92,13.93,0.0,2,بمان,52551569846042389,
11667,رشد پایدار آبان,,,,,,0001-01-01T00:00:00,4,Negotiable,10747968383107,2022-05-10T00:00:00,0.104,0.575,2.434,7.375,14.826,31.024,13742.0,71.622,13468.0,13470.0,0,,2025-03-02T00:00:00,10747968383107,,798049500,,,['rpfund.ir'],سبدگردان آبان,11593,,موسسه حسابرسی دش و همکاران,مشاور سرمایه گذاری ایرانیان تحلیل فارابی,----,,,True,0.01,9.03,51.36,0.48,0.0,39.13,,,1,رشد,48287767791629523,
11323,گنجینه آینده روشن,,,,,,0001-01-01T00:00:00,4,Negotiable,20452113945970,2015-06-30T00:00:00,0.08,0.54,2.34,7.19,14.85,31.02,19257.0,287.73,19431.0,19448.0,0,,2025-03-02T00:00:00,20452113945970,,1052500000,,,['ayandehfund.com'],کارگزاری بانک آینده,10663,,موسسه حسابرسی و خدمات مدیریت دایارهیافت,مشاور سرمایه گذاری سهم آشنا,----,,,True,5.58,7.53,71.84,0.26,0.0,18.18,1.99,0.2,2,صایند,45205530868811305,
11315,اعتماد آفرین پارسیان,,,,,,0001-01-01T00:00:00,4,Negotiable,123626990717933,2015-04-25T00:00:00,0.09,0.75,2.63,6.78,15.19,31.0,86560.0,744.2,86564.0,86615.0,0,,2025-03-02T00:00:00,123626990717933,,1428145907,,,['eap-fund.com'],تامین سرمایه لوتوس پارسیان,,,موسسه حسابرسی آزمون پرداز,موسسه حسابرسی سامان پندار,----,,,True,3.3,5.62,48.68,0.2,0.07,43.29,2.14,0.0,2,اعتماد,66818022341772870,
11148,مشترک البرز,,,,,,0001-01-01T00:00:00,4,Negotiable,8618912093796,2013-04-28T00:00:00,0.06,0.58,0.55,7.94,15.56,30.6,13518.0,414.65,13466.0,13473.0,0,,2025-03-02T00:00:00,8618912093796,,640021520,,,['alborzfunds.com'],سبد گردان امید نهایت نگر,11578,,موسسه حسابرسی و بهبود سیستمهای مدیریت حسابرسین,سهم آشنا,----,,,True,0.18,0.18,70.67,0.23,0.0,22.08,6.84,0.0,2,اصیل,8021561335311415,
11753,خاتم ایساتیس پویا,,,,,,0001-01-01T00:00:00,4,Negotiable,4181850582240,2020-12-27T00:00:00,0.17,0.58,2.41,7.25,14.94,30.57,27004.0,150.78,25870.0,25882.0,0,,2025-03-02T00:00:00,4181850582240,,161648631,,,['etf.isatispm.com'],سبد گردان ایساتیس پویا کیش,11602,,موسسه حسابرسی رازدار,موسسه حسابرسی هدف نوین نگر,----,,,True,1.5,2.02,73.97,0.17,0.01,22.47,1.36,0.0,2,خاتم,18865325633315847,
11914,اختصاصی بازارگردانی نیکان,,,,,,0001-01-01T00:00:00,11,IssuanceAndCancellation,1039301944390,2022-01-05T00:00:00,-2.37,-3.03,-11.77,-2.84,59.65,30.55,1690466.0,173.6,1690466.0,1692733.0,0,,2025-03-02T00:00:00,1039301944390,,614802,,,['nikanmarketfund.ir'],سبد گردان نیکان,11811,,موسسه حسابرسی و خدمات مدیریت رهیافت و همکاران,مشاور سرمایه گذاری نگین نوید,----,,,True,90.93,90.93,0.0,8.35,0.0,0.02,0.7,0.0,2,,None,
11841,سپهر سودمند سینا,,,,,,0001-01-01T00:00:00,4,Negotiable,27917844630764,2021-08-22T00:00:00,0.076,0.537,2.325,7.106,14.579,30.406,17020.0,98.81,17031.0,17043.0,0,,2025-03-02T00:00:00,27917844630764,16.0,1639243041,,,['sinaetf.ir'],سبدگردان سینا,11680,,موسسه حسابرسی هوشیار ممیز,موسسه حسابرسی و خدمات مدیریت ازموده کاران,----,,,True,0.93,19.12,36.41,0.6,0.0,43.87,,,1,سیناد,31913287805282551,
12050,پایا ثروت پویا,,,,,,0001-01-01T00:00:00,4,Negotiable,32503619262463,2023-01-17T00:00:00,0.02,0.43,1.81,6.62,13.95,30.4,17319.0,70.68,17319.0,17334.0,0,,2025-03-02T00:00:00,32503619262463,,1876700000,,,['irpsf.ir'],سبدگردان ثروت پویا,11846,,موسسه حسابرسی کاربرد تحقیق,موسسه حسابرسی ارقام نگر آریا,----,,,True,1.15,1.66,63.88,1.0,0.0,28.81,4.64,0.0,2,پایا,55070742656326885,
12161,ثبات نوید,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,945258129112,2023-09-27T00:00:00,0.08,0.53,2.26,6.85,14.06,30.24,1453662.0,44.53,1466148.0,1466417.0,0,,2025-03-02T00:00:00,945258129112,,644722,,,['sobatfund.navidfg.com'],سبدگردان نوید,11879,,موسسه حسابرسی دش و همکاران,موسسه حسابرسی حسابرسین,----,,,True,0.01,0.01,50.18,0.66,0.0,36.15,12.99,0.0,2,,None,
11588,اندیشه ورزان صبا تامین,,,,,,0001-01-01T00:00:00,4,Negotiable,69870769488948,2018-10-03T00:00:00,0.02,0.62,2.13,7.09,14.14,30.23,44473.0,330.48,44473.0,44493.0,0,,2025-03-02T00:00:00,69870769488948,,1571064318,,,['sast.sabaamc.ir'],سبدگردان اندیشه صبا,11816,,مؤسسه حسابرسی بیات رایان,حسابرسی و خدمات مدیریت رهیافت و همکاران,----,,,True,1.01,1.38,45.62,2.09,0.44,39.99,10.49,0.0,2,اوصتا,57761388729898548,
11955,ارزش پاداش,,,,,,0001-01-01T00:00:00,4,Negotiable,36088983984202,2022-04-27T00:00:00,0.12,0.6,2.46,7.07,14.07,30.22,17662.0,89.23,17641.0,17653.0,0,,2025-03-02T00:00:00,36088983984202,,2045700000,,,['arzeshpadash.com'],سبد گردان پاداش سرمایه,11296,,مؤسسۀ حسابرسی فاطر,موسسه حسابرسی و بهبود سیستمهای مدیریتی حسابرسین,----,,,True,2.54,3.53,34.9,0.88,0.0,48.46,12.22,0.0,2,پاداش,43267179898797137,
12055,در اوراق بهادار با درآمد ثابت سام,,,,,,0001-01-01T00:00:00,4,Negotiable,10890368225993,2023-03-01T00:00:00,-0.038,0.353,2.105,6.429,15.897,29.952,13113.0,57.51,13094.0,13098.0,0,,2025-03-02T00:00:00,10890368225993,,831715345,,,['samfund.ir'],سبد گردان سورنا,11727,,موسسه حسابرسی آزموده کاران,موسسه حسابرسی هدف نوین نگر,----,,,True,0.0,10.88,46.23,0.24,0.0,42.65,,,1,سام,55308018877404137,
12128,اعتماد ارغوان,,,,,,0001-01-01T00:00:00,4,Negotiable,10631674076109,2023-07-31T00:00:00,0.09,-0.41,2.38,6.63,13.82,29.86,15784.0,53.38,15446.0,15466.0,0,,2025-03-02T00:00:00,10631674076109,,688283010,,,['etemadarghavan.sanaamc.com'],سبدگردان توازن بازار,,,موسسه حسابرسی و خدمات مدیریت داریاروش,موسسه حسابرسی و بهبود سیستم های مدیریت حسابرسین,----,,,True,0.0,0.0,64.83,2.37,0.0,27.6,5.21,0.0,2,آلا,19828734979381742,
11736,مدیریت ثروت صندوق بازنشستگی کشوری,,,,,,0001-01-01T00:00:00,6,Negotiable,7390760695240,2020-08-23T00:00:00,0.968,3.141,-1.107,12.218,29.708,29.814,22328.0,123.235,22328.0,22482.0,0,,2025-03-02T00:00:00,7390760695240,,331005698,,,['modirfund.ir'],مشاور سرمایه گذاری فراز ایده نوآفرین تک,,,موسسه حسابرسی هدف نوین نگر,موسسه حسابرسی و بهبود سیستمهای مدیریت حسابرسین,----,0.914241,-5.186,True,15.44,96.57,0.0,3.08,0.0,0.35,,,1,مدیر,65576885779918210,
11916,در اوراق بهادار با درآمد ثابت آریا,,,,,,0001-01-01T00:00:00,4,Negotiable,2581953185809,2022-02-07T00:00:00,-0.94,0.35,1.15,6.19,15.44,29.77,21784.0,114.46,21692.0,21719.0,0,,2025-03-02T00:00:00,2581953185809,,119026983,,,['fund1.ariaamc.ir'],سبدگردان آریا,11762,,موسسه حسابرسی و خدمات مدیریت رهیافت و همکاران,موسسه حسابرسی هوشیار ممیز,----,,,True,7.36,11.14,56.38,0.58,0.01,25.34,6.56,0.0,2,یارا,45284811973404357,
11725,اعتماد داریک,,,,,,0001-01-01T00:00:00,4,Negotiable,13464329050949,2020-07-20T00:00:00,0.08,0.57,2.47,8.62,18.55,29.39,24900.0,150.32,25046.0,25094.0,0,,2025-03-02T00:00:00,13464329050949,,537568000,,,['etemaddarik.ir'],سبدگردان داریک پارس,11650,,موسسه حسابرسی و خدمات مالی و مدیریت ایران مشهود,رتبه بندی اعتباری پارس کیان,----,,,True,16.77,21.36,33.26,0.44,0.0,39.21,5.73,0.0,2,داریک,71076372178147339,
12207,رشد داده محور توانا,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,286169432904,2024-01-24T00:00:00,-0.08,3.38,0.39,23.0,46.16,29.34,1337903.0,30.76,1337903.0,1345860.0,0,,2025-03-02T00:00:00,286169432904,,213894,,,['tavanafundone.ir'],سبدگردان توانا,11902,,مؤسسه حسابرسی رازدار,موسسه حسابرسی ارقام نگر آریا,----,1.098307,-8.66,True,20.48,83.17,0.0,3.47,1.04,0.01,12.3,0.0,2,,None,
11195,آسمان آرمانی سهام,,,,,,0001-01-01T00:00:00,6,Negotiable,13893829783646,2013-12-14T00:00:00,0.554,1.589,-3.144,8.452,26.25,29.139,48644.0,4779.037,48644.0,48960.0,0,,2025-03-02T00:00:00,13893829783646,,285620251,,,['asasfund.ir'],سبد گردان آسمان,10906,,مؤسسه حسابرسی وخدمات مالی فاطر,موسسه حسابرسی و خدمات مدیریت آزموده کاران,----,1.084325,-9.861,True,25.19,86.53,10.67,1.31,0.0,1.48,,,1,آساس,66682662312253625,
11729,آوای معیار,,,,,,0001-01-01T00:00:00,6,Negotiable,1332207418455,2020-07-27T00:00:00,1.31,3.65,2.5,13.92,36.1,29.12,16877.0,66.59,16877.0,16989.0,0,,2025-03-02T00:00:00,1332207418455,,78935742,,,['avayemeyar.ir'],مشاور سرمایه گذاری معیار,10909,,موسسه حسابرسی بیات رایان,موسسه حسابرسی و بهبود سیستمهای مدیریت حسابرسین,----,0.962005,-6.88,True,27.17,88.55,2.14,0.27,1.11,0.32,0.0,7.61,2,آوا,18007109712724189,
12017,نوع دوم پایدار نو ویرا,,,,,,0001-01-01T00:00:00,4,Negotiable,20277411637017,2022-11-21T00:00:00,0.04,0.46,2.17,5.54,12.83,28.89,17803.0,74.62,17805.0,17812.0,0,,2025-03-02T00:00:00,20277411637017,,1138800000,,,['vira-fund.ir'],سبدگردان نوویرا,,,موسسه حسابرسی هوشیار ممیز,موسسه حسابرسی و بهبود سیستم های مدیریت حسابرسین,----,,,True,0.93,0.93,22.94,0.6,0.0,73.0,2.52,0.0,2,کاج,42670427020727409,
11756,اتحاد آرمان اقتصاد,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,1017193605232,2021-09-15T00:00:00,0.05,0.55,2.39,6.88,13.4,28.86,1035464.0,76.95,1013149.0,1013321.0,1,,2025-03-02T00:00:00,1017193605232,16.0,1003992,,,['ettehadfund.ir'],سبدگردان آرمان اقتصاد,,,موسسه ارقام نگر آریا,مشاور سرمایه گذاری ایرانیان تحلیل فارابی,----,,,True,0.0,0.0,45.01,19.89,0.0,35.1,0.0,0.0,2,,None,
11918,مشترک آسمان سهند,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,2094677894756,2022-01-16T00:00:00,0.079,0.558,2.407,7.192,14.253,28.784,10147.0,77.489,10097.0,10105.0,1,,2025-03-02T00:00:00,2094677894756,,207457304,,,['asmfund.ir'],سبد گردان آسمان,10906,,موسسه حسابرسی هوشیار ممیز,موسسه حسابرسی هدف نوین نگر,----,,,True,0.04,7.68,79.45,0.09,0.01,12.77,,,1,,None,
11976,نوع دوم افق آتی,,,,,,0001-01-01T00:00:00,4,Negotiable,20194418118287,2022-06-27T00:00:00,0.109,0.538,2.356,7.18,14.382,28.607,10088.0,67.896,10100.0,10105.0,1,,2025-03-02T00:00:00,20194418118287,20.0,1999466078,,,['ofoghati.ir'],سبدگردان آرمان آتی,11970,,موسسه حسابرسی رازدار,موسسه حسابرسی و بهبود سیستمهای مدیریت حسابرسین,----,,,True,0.08,5.59,54.8,2.28,0.0,37.33,,,1,آفاق,37073830945037165,
12053,در اوراق بهادار با درآمد ثابت سپرده ماندگار,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,531479102000,2023-01-23T00:00:00,-0.41,-0.07,1.52,5.79,12.53,28.5,16854.0,70.04,17004.0,17009.0,0,,2025-03-02T00:00:00,531479102000,,31255019,,,['sepordeh.ebidar.com'],سبد گردان اقتصاد بیدار,11648,,موسسه حسابرسی و خدمات مدیریت ارقام نگر آریا،,مشاور سرمایه گذاری سهم آشنا,----,,,True,0.0,0.0,76.87,0.15,0.0,14.53,2.43,0.0,5,,None,
10895,آتیه ملت,,,,,,0001-01-01T00:00:00,4,Negotiable,21434231022519,2011-08-14T00:00:00,0.073,0.514,2.232,7.111,14.571,28.464,12323.0,283.912,12321.0,12325.0,0,,2025-03-02T00:00:00,21434231022519,,1739657399,,,['atiehmellat.ir'],تامین سرمایه بانک ملت,,10000020,موسسه حسابرسی هوشیار ممیز,مشاور سرمایه گذاری هوشمند آبان,بانک ملت سهامی عام,,,True,0.67,2.86,69.09,0.39,0.0,27.66,,,1,آتیه ملت,47492157735162813,
11384,مشترک مبین سرمایه,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,753747949591,2015-11-09T00:00:00,0.849,4.789,-0.388,16.837,34.481,28.342,538098.0,5074.427,538098.0,541863.0,0,,2025-03-02T00:00:00,753747949591,,1400764,,,['fund.mobinsb.ir'],سبدگردان مروارید,11928,,حسابرسی هوشیار ممیز,حسابرسی رهیافت و همکاران,----,1.059134,-9.658,True,30.8,99.5,0.0,0.39,0.01,0.1,,,1,,None,
10843,سهامی اهرمی پیشران پارسیان,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,1837672572873,2011-04-17T00:00:00,0.515,4.337,1.386,15.02,34.09,28.309,11115.0,2528.615,11115.0,11189.0,0,,2025-03-02T00:00:00,1837672572873,,165328546,,,['fund.parsianbroker.com'],تامین سرمایه لوتوس پارسیان,,,موسسه حسابرسی و بهبود سیستم های مدیریت حسابرسین,مؤسسۀ حسابرسی آزموده کاران,----,1.122658,-10.691,True,20.37,96.15,1.13,0.82,0.0,1.9,,,1,,None,
10782,باران کارگزاری بانک کشاورزی,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,1783949789275,2010-07-06T00:00:00,1.19,6.02,3.48,13.15,33.02,28.21,99146878.0,9815.06,99146878.0,99837849.0,0,,2025-03-02T00:00:00,1783949789275,,17993,,,['baran.bkisecurities.com'],کارگزاری بانک کشاورزی,10674,,موسسه حسابرسی بهراد مشار,موسسه حسابرسی و خدمات مدیریت رهیافت و همکاران,----,1.112765,-9.79,True,37.38,98.42,0.0,0.03,1.55,0.01,0.0,0.0,2,,None,
12171,در اوراق بهادار با درآمد ثابت اکسیژن,,,,,,0001-01-01T00:00:00,4,Negotiable,3615243656893,2023-09-27T00:00:00,0.12,0.58,2.48,7.09,14.1,28.1,12026.0,38.98,12032.0,12037.0,0,,2025-03-02T00:00:00,3615243656893,,300468764,,,['nitrogen.o2am.ir'],سبد گردان اکسیژن,11904,,موسسه حسابرسی هوشیار ممیز,مشاور سرمایه گذاری اوراق بهادار پاداش,----,,,True,0.0,0.0,45.03,0.52,0.0,43.49,10.97,0.0,2,ثابت اکسیژن,44558786393585356,
11500,در اوراق بهادار با درآمد ثابت نگین سامان,,,,,,0001-01-01T00:00:00,4,Negotiable,68273406004832,2017-04-23T00:00:00,0.108,0.551,2.312,6.89,15.019,27.982,12070.0,144.023,12039.0,12046.0,0,,2025-03-02T00:00:00,68273406004832,,5671219486,,,['iran-kfunds4.ir'],تامین سرمایه کاردان,,,موسسه حسابرسی بهمند,موسسه حسابرسی هدف نوین نگر,----,,,True,0.0,0.0,66.8,1.62,0.0,31.58,,,1,کارین,16056283141617755,
11239,ستاره پایدار سپهر,,,,,,0001-01-01T00:00:00,4,Negotiable,10016795286539,2014-05-31T00:00:00,0.01,0.46,2.38,9.87,25.08,27.94,13435.0,725.74,13481.0,13487.0,0,,2025-03-02T00:00:00,10016795286539,,742978000,,,['sepehrati.ir'],تامین سرمایه سپهر,,,موسسه حسابرسی رازدار,موسسه حسابرسی و بهبود سیستم های مدیریت حسابرسین,----,,,True,1.32,1.59,55.1,0.13,0.0,43.17,0.0,0.0,2,ستاره,38845574746937458,
11569,در اوراق بهادار با درآمد ثابت تصمیم,,,,,,0001-01-01T00:00:00,4,Negotiable,8846455037497,2019-10-20T00:00:00,0.04,0.51,2.18,6.65,13.74,27.93,37666.0,283.59,38279.0,38309.0,0,,2025-03-02T00:00:00,8846455037497,,231100000,,,['tasmim-sabet.ir'],سبدگردان تصمیم,,,مؤسسه حسابرسی فریوران راهبرد,مؤسسه حسابرسی و بهبود سیستم های مدیریت حسابرسین,----,,,True,5.25,6.75,64.26,0.29,0.0,28.04,0.67,0.0,2,تصمیم,53419976284977130,
11995,ترنج سودمند,,,,,,0001-01-01T00:00:00,4,Negotiable,4737763709967,2022-09-03T00:00:00,0.14,0.61,2.41,7.11,14.0,27.87,10195.0,62.37,10104.0,10108.0,1,,2025-03-02T00:00:00,4737763709967,,468893204,,,['toranj.fund'],مشاور سرمایه گذاری ترنج,11319,,موسسه حسابرسی آتیه اندیش نمودگر,مشاور سرمایه گذاری سهم آشنا,----,,,True,0.52,0.52,53.13,0.24,0.0,34.58,10.62,0.92,2,ترنج ثابت,50264175787486822,
10789,فیروزه موفقیت,,,,,,0001-01-01T00:00:00,6,IssuanceAndCancellation,5580264063317,2010-08-15T00:00:00,0.19,3.332,-3.202,8.733,27.383,27.764,26358.0,26223.937,26358.0,26534.0,0,,2025-03-02T00:00:00,5580264063317,,211708635,,,['firouzehfund.ir'],سبدگردان توسعه فیروزه,11677,10288,موسسه حسابرسی رازدار,موسسه حسابرسی و خدمات مدیریت رهیافت و همکاران,گروه سرمایه گذاری توسعه صنعتی ایران,0.991142,-9.236,True,32.33,97.58,0.0,0.39,0.0,2.03,,,1,,None,
12170,سهامی تیام,,,,,,0001-01-01T00:00:00,6,Negotiable,1907074012495,2023-10-11T00:00:00,1.3,5.15,3.98,17.97,36.56,27.72,13700.0,35.25,13700.0,13782.0,0,,2025-03-02T00:00:00,1907074012495,,139200000,,,['tiamfund.ir'],سبد گردان نوین نگر آسیا,11299,,موسسه حسابرسی و خدمات مدیریت ارقام نگر آریا,مشاور سرمایه گذاری اوراق بهادار پاداش,----,1.010568,-8.28,True,19.01,83.86,0.0,7.26,0.19,8.36,0.0,0.0,2,تیام,16578517055478811,
11161,امین انصار,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,14600269955114,2013-07-09T00:00:00,0.282,0.671,2.473,6.986,13.511,27.36,1087662.0,246.156,1019918.0,1020841.0,1,,2025-03-02T00:00:00,14600269955114,18.0,14315137,,,['aminansar.ir'],تامین سرمایه امین,,,مؤسسه حسابرسی و خدمات مالی فاطر,مشاور سرمایه گذاری اوراق بهادار پاداش,----,,,True,6.14,9.12,68.15,1.12,0.0,21.61,,,1,,None,
11416,پارند پایدار سپهر,,,,,,0001-01-01T00:00:00,4,Negotiable,32543862438763,2016-08-01T00:00:00,0.04,0.48,2.35,7.12,13.89,27.23,10319.0,215.59,10216.0,10222.0,1,,2025-03-02T00:00:00,32543862438763,,3185333298,,,['parandfund.ir'],تامین سرمایه سپهر,,,حسابرسی و خدمات مدیریت دایا رهیافت,مؤسسه حسابرسی بهراد مشار,----,,,True,3.09,3.34,64.97,0.17,0.0,30.84,0.68,0.0,2,پارند,70595828753641750,
11334,اندیشه خبرگان سهام,,,,,,0001-01-01T00:00:00,6,Negotiable,2430295915793,2015-05-17T00:00:00,1.28,5.45,3.13,19.56,38.43,27.14,370517.0,3513.02,370517.0,373142.0,0,,2025-03-02T00:00:00,2430295915793,,6559188,,,['khobreganfund.com'],سهامی خاص سبدگردان هامرز,,,موسسه حسابرسی و بهبود سیستمهای مدیریت حسابرسین,موسسه حسابرسی و خدمات مدیریت آزموده کاران,----,1.075152,-10.86,True,31.19,94.85,0.0,0.27,0.0,0.16,0.0,4.72,2,خبرگان,27639047710974505,
11168,مشترک هزاره سوم پاد,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,77489298303162,2013-08-14T00:00:00,0.1,0.5,2.23,6.75,13.41,27.12,1007229.0,423.65,1019835.0,1020301.0,1,,2025-03-02T00:00:00,77489298303162,,75982142,,,['hezareh3-pod.ir'],مشاور سرمایه گذاری ارزش پرداز آریان,10894,10804,مؤسسه حسابرسی رازدار,موسسه حسابرسی ایران مشهود,سرمایه گذاری پارس آریان,,,True,0.55,1.16,49.08,0.52,0.13,40.29,8.82,0.0,2,,None,
10720,مشترک صنعت و معدن,,,,,,0001-01-01T00:00:00,4,IssuanceAndCancellation,12626312839733,2009-06-30T00:00:00,0.0,0.4,2.019,6.018,12.095,27.103,999992.0,483.25,1010877.0,1012497.0,1,,2025-03-02T00:00:00,12626312839733,15.0,12490450,,,['smfund.ir'],کارگزاری بانک صنعت و معدن,10000000,,موسسه حسابرسی و خدمات مدیریت رهیافت,مشاور سرمایه گذاری سهم آشنا,----,,,True,15.24,19.49,38.53,1.4,11.36,29.22,,,1,,None,
11996,شکوه بامداد زاگرس,,,,,,0001-01-01T00:00:00,4,Negotiable,979769283540,2022-09-10T00:00:00,0.0,0.56,2.39,7.24,13.64,27.0,10194.0,62.35,10220.0,10230.0,1,,2025-03-02T00:00:00,979769283540,,95860997,,,['shokouhfund.ir'],سبد گردان زاگرس,11716,,موسسه حسابرسی رازدار,موسسه حسابرسی و خدمات مالی و مدیریت ایران مشهود,----,,,True,6.2,6.2,55.82,0.45,0.0,29.41,8.13,0.0,2,بلوط,4769396408895066,
12117,ثابت آکام,,,,,,0001-01-01T00:00:00,4,Negotiable,4275962853516,2023-06-24T00:00:00,0.11,0.57,2.47,7.19,13.76,26.9,10165.0,43.88,10179.0,10186.0,1,,2025-03-02T00:00:00,4275962853516,,420063654,,,['akamvista.ir'],سبد گردان ویستا,11785,,موسسه حسابرسی رازدار,مشاور سرمایه گذاری سهم آشنا,----,,,True,3.33,5.14,48.61,0.53,0.01,41.39,4.32,0.0,2,آکام,490987973229371,
12150,بخشی صنایع مفید,,,,,,0001-01-01T00:00:00,21,Negotiable,8420405129929,2023-07-12T00:00:00,0.646,3.639,4.363,13.128,24.334,26.824,14184.0,41.769,14184.0,14284.0,0,,2025-03-02T00:00:00,8420405129929,,593668791,,,['mofidsectorfund.com'],سبدگردان مفید,11464,,موسسه حسابرسی بیات رایان,موسسه حسابرسی رازدار,----,,,True,0.0,99.34,0.0,0.01,0.0,0.65,,,1,استیل,24907784641855842,
11420,توسعه سرمایه نیکی,,,,,,0001-01-01T00:00:00,4,Negotiable,2442009424508,2016-04-05T00:00:00,0.16,0.83,2.31,6.95,15.1,26.8,77386.0,645.75,77440.0,77473.0,0,,2025-03-02T00:00:00,2442009424508,,31533862,,,['nikigroupfund.ir'],مشاور سرمایه گذاری نیکی گستر,10893,,موسسه حسابرسی رازدار,مشاور سرمایه گذاری سهم آشنا,----,,,True,2.65,3.3,41.44,0.72,0.0,54.54,0.0,0.0,2,نیک گستر,30977409629493496,
